code,schemeType,fundType,schemeCategory,plan,schemeMin,sip,investmentObjective,aum,risk,fundManager,schemeName,returnsInception,returnsYear1,returnsYear3,returnsYear5,returnsYear10,ISIN,expenseRatio,taxPeriod,navCode
BS321X-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,1000,Y,The investment objective of the scheme is to generate optimal returns with high liquidity through active management of the portfolio by investing in Debt and Money Market Instruments.,25760,6.07632,Maneesh Dangi; Pranay Sinha,Aditya Birla Sun Life Dynamic Bond Dividend Payout Direct Plan,5.1789,-0.022,2.5282,4.9601,4.13,INF209KA1TX3,1.55,365,132918
BS301Z-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,1000,Y,The objective of the scheme is to generate consistent income through superior yields on its investments at relatively moderate levels of risk through diversified research based investment approach.,12550,6.20738,Pranay Sinha,Aditya Birla Sun Life Income Dividend Payout Direct Plan,6.9157,10.1269,6.5643,6.9601,1.08,INF209KA1WL2,1.55,365,133446
BS301Z-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,1000,Y,The objective of the scheme is to generate consistent income through superior yields on its investments at relatively moderate levels of risk through diversified research based investment approach.,12550,6.20738,Pranay Sinha,Aditya Birla Sun Life Income Dividend Reinvest Direct Plan,6.9157,10.1269,6.5643,6.9601,1.48,INF209KA1WL2,1.55,365,133446
IDD326-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,N,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over short term such that the Macaulay duration of the portfolio is between 1 year and 3 years.,123400,4.16312,Suyash Choudhary,IDFC Bond Short Term Quarterly Dividend Payout Direct Plan,0,3.3602,0,0,10.07,INF194KA18K4,1.55,365,143367
IDD326-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,5000,N,The scheme seeks to invest in a diversified set of debt and money market securities with the aim of generating optimal returns over short term such that the Macaulay duration of the portfolio is between 1 year and 3 years.,123400,4.16312,Suyash Choudhary,IDFC Bond Short Term Quarterly Dividend Reinvest Direct Plan,0,3.3602,0,0,7.83,INF194KA18K4,0.85,1095,143367
IDD289-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND DAILY,5000,Y,To generate returns through investments in debt and money market instruments predominantly issued by entities such as Banks; Public sector undertakings (PSUs) and Public Financial Institutions (PFIs).,140680,0.821712,Anurag Mittal,IDFC Banking & PSU Debt Daily Dividend Reinvest Direct Plan,6.1477,7.9749,6.116,5.9825,10.86,INF194KA1JD3,0.44,1095,127471
IDD303-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,The Fund seeks to provide steady income and capital appreciation by investing primarily in AA+ and above rated corporate debt securities across maturities.,136720,1.2452,Anurag Mittal,IDFC Corporate Bond Growth Direct Plan,8.0763,8.1642,7.539,0,7.78,INF194KA1M23,0.44,1095,135916
IDD304-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,The Fund seeks to provide steady income and capital appreciation by investing primarily in AA+ and above rated corporate debt securities across maturities.,136720,1.26242,Anurag Mittal,IDFC Corporate Bond Dividend Payout Direct Plan,7.6793,8.1632,7.5376,0,3.41,INF194KA1M31,0.28,1095,135917
IDD304P-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,The Fund seeks to provide steady income and capital appreciation by investing primarily in AA+ and above rated corporate debt securities across maturities.,136720,1.26242,Anurag Mittal,IDFC Corporate Bond Dividend Reinvest Direct Plan,7.6793,8.1632,7.5376,0,6.61,INF194KA1M31,0.28,1095,135917
IDD304-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,N,The Fund seeks to provide steady income and capital appreciation by investing primarily in AA+ and above rated corporate debt securities across maturities.,136720,1.26242,Anurag Mittal,IDFC Corporate Bond Dividend Reinvest Direct Plan,7.6793,8.1632,7.5376,0,6.37,INF194KA1M49,0.3,1095,135917
IDD295-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,To generate optimal returns with high liquidity by investing in Government securities,4790,4.76846,Suyash Choudhary,IDFC Government Securities Investment Periodic Dividend Payout Direct Plan,13.8101,16.9976,0,9.0694,5.12,INF194KA1RZ9,0.27,1095,131394
IDD295-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,To generate optimal returns with high liquidity by investing in Government securities,4790,4.76846,Suyash Choudhary,IDFC Government Securities Investment Periodic Dividend Reinvest Direct Plan,13.8101,16.9976,0,9.0694,4.24,INF194KA1RZ9,0.27,1095,131394
IDD305-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND MONTHLY,5000,Y,The Fund seeks to provide steady income and capital appreciation by investing primarily in AA+ and above rated corporate debt securities across maturities.,136720,2.66449,Anurag Mittal,IDFC Corporate Bond Monthly Dividend Payout Direct Plan,5.6262,5.4818,5.3579,0,0.28,INF194KA1S43,0.27,1095,139198
HIIG-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,To provide a reasonable income whilst maintaining a prudent policy of capital conservation. The AMCs view of interest rate trends and the nature of the plans will be reflected in the type and maturities of securities in which the Investment Plan is invested.,410,3.90174,Kapil Punjabi,HSBC Debt Growth Direct Plan,7.9083,12.3973,7.639,7.4204,6.11,INF336L01DE2,0.27,1095,120059
HEOID-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To seek long term capital growth through investments across all market capitalisations; including small; mid and large cap stocks. ,4090,17.5114,Neelotpal Sahai,HSBC Multi Cap Equity Dividend Payout Direct Plan,9.6888,-15.2573,-0.5746,1.8792,9.93,INF336L01DG7,0.42,1095,120045
HEOID-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To seek long term capital growth through investments across all market capitalisations; including small; mid and large cap stocks. ,4090,17.5114,Neelotpal Sahai,HSBC Multi Cap Equity Dividend Reinvest Direct Plan,9.6888,-15.2573,-0.5746,1.8792,0.58,INF336L01DG7,0.42,1095,120045
HEOIG-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,To seek long term capital growth through investments across all market capitalisations; including small; mid and large cap stocks. ,4090,15.7682,Neelotpal Sahai,HSBC Multi Cap Equity Growth Direct Plan,10.1012,-14.5031,0.1211,2.3068,1.64,INF336L01DH5,0.27,1095,120046
HAFD-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To generate long term capital appreciation from an actively managed portfolio of equity and equity related securities by investing predominantly in equity and equity related securities of companies engaged in or expected to benefit from growth and development of Infrastructure in India.,760,20.9268,Gautam Bhupal,HSBC Infrastructure Equity Dividend Payout Direct Plan,-0.3159,-34.3446,-15.0477,-8.8271,10.15,INF336L01DJ1,1.26,1095,120033
HAFD-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To generate long term capital appreciation from an actively managed portfolio of equity and equity related securities by investing predominantly in equity and equity related securities of companies engaged in or expected to benefit from growth and development of Infrastructure in India.,760,20.9268,Gautam Bhupal,HSBC Infrastructure Equity Dividend Reinvest Direct Plan,-0.3159,-34.3446,-15.0477,-8.8271,4.05,INF336L01DJ1,1.39,365,120033
HAFG-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,To generate long term capital appreciation from an actively managed portfolio of equity and equity related securities by investing predominantly in equity and equity related securities of companies engaged in or expected to benefit from growth and development of Infrastructure in India.,760,20.9261,Gautam Bhupal,HSBC Infrastructure Equity Growth Direct Plan,-0.2886,-34.2446,-14.9879,-8.7888,4.4,INF336L01DK9,1.39,365,120034
HISG-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,To Provide reasonable income through a diversified portfolio of fixed income securities.,4240,1.3156,Kapil Punjabi,HSBC Short Duration Growth Direct Plan,7.1904,-0.1835,4.6024,6.2581,8.29,INF336L01DL7,1.39,365,120062
HMED-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To generate long term capital growth from an actively managed portfolio of equity and equity related securities primarily being mid cap stocks.,3630,18.5995,Ankur Arora,HSBC Small Cap Equity Dividend Payout Direct Plan,9.1594,-23.4066,-6.0649,0.2649,8.87,INF336L01DP8,1.25,365,120068
HMED-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To generate long term capital growth from an actively managed portfolio of equity and equity related securities primarily being mid cap stocks.,3630,18.5995,Ankur Arora,HSBC Small Cap Equity Dividend Reinvest Direct Plan,9.1594,-23.4066,-6.0649,0.2649,0.12,INF336L01DP8,1.25,365,120068
DDDRQ-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND QUARTERLY,10000,Y,To generate income and long term gains by investing in a range of debt and money market instruments of various maturities. The scheme will seek to flexibly manage its investment across the maturity spectrum with a view to optimize the risk return proposition for the investors.,2820,2.81047,Ankur Parekh,IIFL Dynamic Bond Quarterly Dividend Reinvest Direct Plan,6.9442,8.544,0,6.6759,8.86,INF579M01324,1.25,365,122717
IFLDG-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,To provide liquidity with reasonable returns commensurate with low risk through a portfolio of money market and debt securities with residual maturity of up to 91 days.,9430,0.169113,Ankur Parekh,IIFL Liquid Growth Direct Plan,7.0566,5.6358,6.2736,6.7053,1.95,INF579M01621,0.35,1095,125345
IILDDW-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND WEEKLY,5000,Y,To provide liquidity with reasonable returns commensurate with low risk through a portfolio of money market and debt securities with residual maturity of up to 91 days.,9430,0.727811,Ankur Parekh,IIFL Liquid Weekly Dividend Payout Direct Plan,4.3201,4.2359,0,0,8.76,INF579M01639,1.12,365,125343
IILDDRD-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND DAILY,5000,Y,To provide liquidity with reasonable returns commensurate with low risk through a portfolio of money market and debt securities with residual maturity of up to 91 days.,9430,0.0482745,Ankur Parekh,IIFL Liquid Daily Dividend Reinvest Direct Plan,4.1065,3.8858,4.1176,2.9189,5.94,INF579M01688,1.12,365,125349
IILDDRW-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND WEEKLY,5000,Y,To provide liquidity with reasonable returns commensurate with low risk through a portfolio of money market and debt securities with residual maturity of up to 91 days.,9430,0.727811,Ankur Parekh,IIFL Liquid Weekly Dividend Reinvest Direct Plan,4.3201,4.2359,0,0,6.3,INF579M01696,0.69,1095,125343
IFIGDG-GR,Open Ended,Equity,Equity,GROWTH,5000,Y,To generate long term capital appreciation for investors from a portfolio of equity and equity related securities.,7560,15.4868,Mayur Patel,IIFL Focused Equity Growth Direct Plan,10.7824,7.7115,9.4021,9.0521,8.55,INF579M01902,0.2,1095,131580
IFIGDDP-DP,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To generate long term capital appreciation for investors from a portfolio of equity and equity related securities.,7560,15.4427,Mayur Patel,IIFL Focused Equity Dividend Payout Direct Plan,10.8369,7.9994,9.4966,9.1099,1.81,INF579M01910,0.2,1095,131581
IFIGDDR-DR,Open Ended,Equity,Equity,AS N WHEN,5000,Y,To generate long term capital appreciation for investors from a portfolio of equity and equity related securities.,7560,15.4427,Mayur Patel,IIFL Focused Equity Dividend Reinvest Direct Plan,10.8369,7.9994,9.4966,9.1099,1.11,INF579M01928,0.2,1095,131581
UNEFGD-GR,Open Ended,Equity,Equity,GROWTH,5000,N,To achieve long-term capital appreciation by investing substantially in a portfolio consisting of equity and equity related securities.,3170,13.955,Vinay Paharia,Union Multi Cap Growth Direct Plan,7.4588,-7.799,3.2564,1.3219,1.1,INF582M01633,0.2,1095,119292
UNEFRD-DR,Open Ended,Equity,Equity,AS N WHEN,5000,N,To achieve long-term capital appreciation by investing substantially in a portfolio consisting of equity and equity related securities.,3170,14.4482,Vinay Paharia,Union Multi Cap Dividend Reinvest Direct Plan,7.3706,-7.8394,3.0539,1.2025,1.25,INF582M01641,0.9,365,119293
8190-GR,Open Ended,Debt,Debt - Bonds,GROWTH,5000,Y,To generate income through investments in a range of debt and money market instruments while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,68060,1.99593,Manish Banthia; Shadab Rizvi,ICICI Prudential Medium Term Bond Growth Direct Plan,9.1201,10.7931,8.2169,8.6945,7.51,INF109K015A5,0.9,365,120670
8081-DP,Open Ended,Debt,Debt - Bonds,DIVIDEND FORTNIGHTLY,5000,Y,To generate income through investing predominantly in AA+ and above rated corporate bonds while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,132430,1.88583,Rahul Goswami; Anuj Tagra; Chandni Gupta,ICICI Prudential Corporate Bond Fortnightly Dividend Payout Direct Plan,7.1263,7.0227,7.0884,6.9756,9.93,INF109K015B3,0.9,365,120696
8081-DR,Open Ended,Debt,Debt - Bonds,DIVIDEND FORTNIGHTLY,5000,Y,To generate income through investing predominantly in AA+ and above rated corporate bonds while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,132430,1.88583,Rahul Goswami; Anuj Tagra; Chandni Gupta,ICICI Prudential Corporate Bond Fortnightly Dividend Reinvest Direct Plan,7.1263,7.0227,7.0884,6.9756,0.33,INF109K015B3,1.98,365,120696
8142-DP,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,To generate income through investing in a range of debt and money market instruments of various duration while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,31880,3.02455,Manish Banthia; Anuj Tagra,ICICI Prudential All Seasons Bond Dividend Payout Direct Plan,14.6248,18.1785,13.0777,14.418,2.58,INF109K015E7,1.98,365,120600
8142-DR,Open Ended,Debt,Debt - Bonds,AS N WHEN,5000,Y,To generate income through investing in a range of debt and money market instruments of various duration while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,31880,3.02455,Manish Banthia; Anuj Tagra,ICICI Prudential All Seasons Bond Dividend Reinvest Direct Plan,14.6248,18.1785,13.0777,14.418,2.7,INF109K015E7,1.03,1095,120600
